"","Store #","Address 1","City","fixedState","zip","fullAddress","StateInOrigFile"
"5425",17776,"W3750 US 2/41","SPALDING","VT",5828,"41 US-2, Danville, VT 05828","MI"
"5426",17777,"2 BRECKENRIDGE STREET","PALMER","MA",1069,"2 Breckenridge St, Palmer, MA 01069","MA"
"5427",17778,"532 E BROADWAY","TRENTON","IL",62293,"532 E Broadway, Trenton, IL 62293","TN"
"5428",17779,"9109 E 63RD ST","RAYTOWN","MO",64133,"9109 E 63rd St, Raytown, MO 64133","MO"
"5429",17780,"302 BLUE RIDGE EXT","GRANDVIEW","MO",64030,"302 Blue Ridge Ext, Grandview, MO 64030","MO"
"5430",17781,"2209 W 2ND ST","ODESSA","TX",79763,"2209 W 2nd St, Odessa, TX 79763","TX"
"5431",17783,"14702 MERCURY DR","GRAND HAVEN","MI",49417,"14702 Mercury Dr, Grand Haven, MI 49417","MI"
"5432",17784,"4906 NYSR 56","COLTON",NA,NA,NA,"CA"
"5433",17785,"10701 MAHONING AVE","NORTH JACKSON","OH",44451,"10701 Mahoning Ave, North Jackson, OH 44451","OH"
"5434",17786,"302 B STREET","SAINT ALBANS","WV",25177,"302 B St, St Albans, WV 25177","WV"
"5435",17787,"318 MAIN ST","WORCESTER","NY",12197,"318 Main St, Worcester, NY 12197","NY"
"5436",17788,"5224 CR 48","ROSHARON","TX",77583,"5224 County Rd 48, Rosharon, TX 77583","TX"
"5437",17789,"4152 HWY 36 W","SEARCY","AR",72143,"4152 AR-36, Searcy, AR 72143","AR"
"5438",17790,"45274 HIGHWAY 22","SAINT AMANT","LA",70774,"45274 LA-22, St Amant, LA 70774","LA"
"5439",17791,"230 W AGATE AVE","GRANBY","CO",80446,"230 W Agate Ave, Granby, CO 80446","MO"
"5440",17792,"260 N MAIN ST","RUTLAND","VT",5701,"260 N Main St, Rutland, VT 05701","VT"
"5441",17793,"1035 ROUTE 209","CUDDEBACKVILLE","NY",12729,"1035 US-209, Cuddebackville, NY 12729","NY"
"5442",17794,"307 HWY 63","SHELL LAKE","WI",54871,"307 Highway 63, Shell Lake, WI 54871","WI"
"5443",17795,"317 W FARRIS ST","CARLSBAD","NM",88220,"317 Farris St, Carlsbad, NM 88220","NM"
"5444",17797,"7300 CREST HWY","MOLENA","GA",30258,"7300 Crest Hwy, Molena, GA 30258","GA"
"5445",17800,"303 N LL MALES","CHEYENNE","OK",73628,"303 L L Males Ave, Cheyenne, OK 73628","OK"
"5446",17801,"1002 LONESTAR ST","SILVERTON","TX",79257,"1002 Lone Star St, Silverton, TX 79257","TX"
"5447",17802,"924 S BROADWAY","LAVERNE","OK",73848,"924 S Broadway, Laverne, OK 73848","OK"
"5448",17803,"101 E CASS ST","BLUE HILL","NE",68930,"101 W Cass St, Blue Hill, NE 68930","NE"
"5449",17805,"7935 S HWY 701","CONWAY","SC",29527,"3546 Highway 701 S, Conway, SC 29527","AR"
"5450",17806,"17081 HWY 4 E","SENATOBIA","MS",38668,"17081 Highway 4 E, Senatobia, MS 38668","MS"
"5451",17807,"1258 RD 931","TUPELO","MS",38804,"1258 Co Rd 931, Tupelo, MS 38804","MS"
"5452",17808,"5 DELTA DR","WAYNESBORO","MS",39367,"5 Delta Dr, Waynesboro, MS 39367","PA"
"5453",17810,"5981 FM 902","GAINESVILLE","TX",76240,"5981 FM 902, Lake Kiowa, TX 76240","MO"
"5454",17811,"1188 HARTFORD TPKE","VERNON","CT",6066,"1188 Hartford Tpk, Vernon, CT 06066","TX"
"5455",17813,"11083 W AKRON CANFIELD RD","ELLSWORTH","OH",44416,"11083 W Akron-Canfield Rd, Ellsworth, OH 44416","KS"
"5456",17814,"1300 S SHERIDAN RD","LENNON","MI",48449,"1300 S Sheridan Rd, Lennon, MI 48449","MI"
"5457",17815,"326 EL CAMINO REAL","GREENFIELD","CA",93927,"326 El Camino Real, Greenfield, CA 93927","OH"
"5458",17816,"138 NC 740 HWY","BADIN","NC",28009,"138 NC-740, Badin, NC 28009","NC"
"5459",17817,"2500 N CARPENTER RD","TITUSVILLE","FL",32796,"2500 N Carpenter Rd, Titusville, FL 32796","FL"
"5460",17818,"5085 MIKE PADGETT HWY","AUGUSTA","GA",30906,"5085 Mike Padgett Hwy, Augusta, GA 30906","AR"
"5461",17819,"2330 HARLANSBURG RD","NEW CASTLE","PA",16101,"2330 Harlansburg Rd, New Castle, PA 16101","IN"
"5462",17820,"2705 FM 315 S","CHANDLER","TX",75758,"2705 FM 315, Chandler, TX 75758","OK"
"5463",17821,"9391 HWY 5","GROVESPRING","MO",65662,"9391 MO-5, Grovespring, MO 65662","MO"
"5464",17822,"23589 US HIGHWAY 550","SAN YSIDRO","NM",87053,"23589 US-550, San Ysidro, NM 87053","NM"
"5465",17823,"8265 CAMDEN HWY","REMBERT","SC",29128,"8265 Camden Hwy, Rembert, SC 29128","SC"
"5466",17824,"533 W 4TH ST","MOUNT VERNON","Mt",10550,"Mt Vernon, NY 10550","KY"
"5467",17825,"1748 US HWY 1","SULLIVAN","ME",4664,"1748 US-1, Sullivan, ME 04664","MO"
"5468",17826,"779 N MAIN ST","WINTERPORT","ME",4496,"779 N Main St, Winterport, ME 04496","ME"
"5469",17829,"4949 HWY 16 E","CANTON","TX",78542,"4949 E Canton Rd, Edinburg, TX 78542","MO"
"5470",17830,"10394 ARNOLD ROAD","DENHAM SPRINGS","LA",70726,"10394 Arnold Rd, Denham Springs, LA 70726","LA"
"5471",17831,"3661 JAMAICA BLVD N","LAKE HAVASU CITY","AZ",86406,"3661 Jamaica Blvd N, Lake Havasu City, AZ 86406","AZ"
"5472",17832,"3589 N STATE HWY 123 BYPASS","SEGUIN","TX",78155,"3589 N State Hwy 123 Bypass, Seguin, TX 78155","TX"
"5473",17833,"10404 FM 307","MIDLAND","TX",79706,"10404 Farm to Market 307, Midland, TX 79706","TX"
"5474",17834,"1700 OLD STATE RD","GASTON","SC",29053,"1700 Old State Rd, Gaston, SC 29053","SC"
"5475",17835,"4932 HWY 34","WEST MONROE","LA",71292,"4932 LA-34, West Monroe, LA 71292","LA"
"5476",17836,"5778 HIGHWAY 412 W","LEXINGTON","TN",38351,"5778 US-412, Lexington, TN 38351","MO"
"5477",17837,"29 HWY 151","LAFAYETTE","GA",30728,"29 GA-151, LaFayette, GA 30728","GA"
"5478",17838,"4150 JEREMY LOOP","MYRTLE BEACH","SC",29588,"4150 Jeremy Loop, Myrtle Beach, SC 29588","SC"
"5479",17839,"1076 HWY 58","PELETIER","NC",28584,"1076 North Carolina Hwy 58, Cape Carteret, NC 28584","NC"
"5480",17840,"1040 N SCENIC HWY","BABSON PARK","FL",33827,"1040 N Scenic Hwy, Babson Park, FL 33827","FL"
"5481",17841,"100 DAKOTA DR","SOLOMON","KS",67480,"100 Dakota Drive, Solomon, KS 67480","KS"
"5482",17843,"9680 STATE ROUTE 812","CROGHAN","NY",13620,"9680 NY-812, Castorland, NY 13620","NY"
"5483",17844,"16786 US 15","ALLENWOOD","PA",17810,"16786 US-15, Allenwood, PA 17810","PA"
"5484",17845,"6870 SE LICKING RIVER RD","ROYALTON","KY",41465,"6870 SE Licking River Rd, Salyersville, KY 41465","IL"
"5485",17846,"1204 KENTUCKY","WINDSOR","Windsor,",65360,"Windsor, MO 65360","MO"
"5486",17849,"7316  US HWY 270","MALVERN","AR",72104,"7316 US-270, Malvern, AR 72104","AR"
"5487",17851,"30 E HIGHWAY 904","WILLIAMSBURG","KY",40769,"1002 S Highway 25 W, Williamsburg, KY 40769","KY"
"5488",17852,"1437 ROUTE 50","WOODBINE","NJ",8270,"1437 NJ-50, Woodbine, NJ 08270","IA"
"5489",17853,"5655 US HWY 50 E","BEDFORD","IN",47421,"5655 US-50, Bedford, IN 47421","PA"
"5490",17854,"4509 HIGHWAY 5 AND 240","GLASGOW",NA,NA,NA,"KY"
"5491",17855,"333 BIRCH RIVER RD","BIRCH RIVER","WV",26610,"333 Birch River Rd, Birch River, WV 26610","WV"
"5492",17856,"130 5TH AVE NE","VALLEY CITY","ND",58072,"130 5th Ave NE, Valley City, ND 58072","ND"
"5493",17858,"3661 POPLAR TENT","CONCORD","NC",28027,"3661 Poplar Tent Rd, Concord, NC 28027","NC"
"5494",17859,"107 WOODCREST RD","SYLVESTER","GA",31791,"107 Woodcrest Rd, Sylvester, GA 31791","GA"
"5495",17860,"2241 CLINE DR","COPPERAS COVE","TX",76522,"2241 Cline Dr, Copperas Cove, TX 76522","TX"
"5496",17861,"1957 GA HWY 32 W","OCILLA","GA",31774,"1957 GA-32, Ocilla, GA 31774","GA"
"5497",17862,"8733 HWY 67","BROOKLET","GA",30415,"8733 GA-67, Brooklet, GA 30415","GA"
"5498",17863,"2420 PIKEVILLE PRINCETON RD NW","PIKEVILLE","NC",27863,"2420 Pikeville-Princeton Rd, Pikeville, NC 27863","TN"
"5499",17864,"2074 POST RD","WELLS","ME",4090,"2074 Post Rd, Wells, ME 04090","MN"
"5500",17865,"1019 DAVENPORT FARM RD","WINTERVILLE","NC",28590,"1019 Davenport Farm Rd, Winterville, NC 28590","NC"
"5501",17866,"3300 ROYAL SOUTH PKWY","ATLANTA","GA",30349,"3300 Royal S Pkwy, Atlanta, GA 30349","TX"
"5502",17867,"13695 US HWY 90 E","LIBERTY","TX",77575,"13695 US-90, Liberty, TX 77575","KY"
"5503",17868,"12430 SPRING HILL DR","SPRING HILL","FL",34609,"12430 Spring Hill Dr, Spring Hill, FL 34609","FL"
"5504",17869,"2610 S BRADDOCK AVE","SWISSVALE","PA",15218,"2610 S Braddock Ave, Pittsburgh, PA 15218","PA"
"5505",17870,"420 SCENERY DR","ELIZABETH","PA",15037,"420 Scenery Dr, Elizabeth, PA 15037","PA"
"5506",17871,"4336 KNIGHTS STATION RD","LAKELAND","FL",33810,"4336 Knights Station Rd, Lakeland, FL 33810","FL"
"5507",17872,"16224 US HWY 19","HUDSON","FL",34667,"16224 US-19, Hudson, FL 34667","FL"
"5508",17873,"11346 SW STATE ROAD 247","LAKE CITY","FL",32024,"11346 FL-247, Lake City, FL 32024","FL"
"5509",17874,"7016 SHILOH RD","GOSHEN","OH",45122,"7016 Shiloh Rd, Goshen, OH 45122","VA"
"5510",17875,"2443 STATE ROUTE 61","SUNBURY","PA",17801,"2443 PA-61, Sunbury, PA 17801","PA"
"5511",17877,"601 W BROADWAY","MADISON","WI",53716,"601 W Broadway, Monona, WI 53716","NC"
"5512",17878,"305 BIRCH ST","WESTWOOD","CA",96137,"305 Birch St, Westwood, CA 96137","KY"
"5513",17879,"1500 N ST","FIREBAUGH","CA",93622,"1500 N St, Firebaugh, CA 93622","CA"
"5514",17880,"297 US 27","SEBRING","FL",33870,"297 US-27, Sebring, FL 33870","FL"
"5515",17881,"3675 MEADOW VIEW DR","REDDING","CA",96002,"3675 Meadow View Dr, Redding, CA 96002","CA"
"5516",17882,"10817 14TH AVE","ARMONA","CA",93202,"10817 14th Ave, Armona, CA 93202","CA"
"5517",17883,"333 PROSPECT AVENUE","NORTH FOND DU LAC","WI",54937,"333 Prospect Ave, North Fond Du Lac, WI 54937","WI"
"5518",17884,"8644 DIXIE HWY","FAIR HAVEN","MI",48023,"8644 Dixie Hwy, Fair Haven, MI 48023","VT"
"5519",17885,"561 W VETERANS MEMORIAL HWY","FLEMINGTON","WV",26347,"561 W Veterans Memorial Hwy, Flemington, WV 26347","WV"
"5520",17886,"1715 MORGAN COUNTY HWY","WARTBURG","TN",37887,"1715 Morgan County Hwy, Wartburg, TN 37887","TN"
"5521",17887,"1986 COUNTY ROAD 57","PRATTVILLE","AL",36067,"1986 Co Rd 57, Prattville, AL 36067","AL"
"5522",17888,"25378 485TH AVE","GARRETSON","SD",57030,"25378 485th Ave, Garretson, SD 57030","SD"
"5523",17889,"4755 STATE ROUTE 93","IRONTON","OH",45638,"4755 OH-93, Ironton, OH 45638","OH"
"5524",17891,"355 FAIRFIELD AVE","WATERBURY","CT",6708,"355 Fairfield Ave, Waterbury, CT 06708","CT"
"5525",17892,"2351 COVE RD","JASPER","GA",30143,"2351 Cove Rd, Jasper, GA 30143","TN"
"5526",17893,"80 HWY 124 WEST","JEFFERSON","GA",30549,"80 GA-124, Jefferson, GA 30549","GA"
"5527",17895,"1717 W SECOND ST","FREEPORT","TX",77541,"1717 W 2nd St, Freeport, TX 77541","FL"
"5528",17896,"22995 HWY 64","HORNSBY","TN",38044,"22995 US-64, Hornsby, TN 38044","TN"
"5529",17897,"5 PRITCHARD FARMS RD","BLUFFTON","SC",29910,"5 Pritchard Farms Rd, Bluffton, SC 29910","IN"
"5530",17898,"115 EBENEZER RD","WEST UNION","SC",29696,"115 Ebenezer Rd, West Union, SC 29696","SC"
"5531",17900,"5455 W ISABELLA RD","SHEPHERD","MI",48883,"5455 W Isabella Rd, Shepherd, MI 48883","TX"
"5532",17902,"73 W FRONTAGE RD","SOUTH FORK","CO",81154,"73 W Frontage Rd, South Fork, CO 81154","CO"
"5533",17903,"1014 E MOUNTAIN PKWY","SALYERSVILLE","KY",41465,"1014 Mountain Pkwy, Salyersville, KY 41465","KY"
"5534",17904,"4382 GALLIA PIKE","FRANKLIN FURNACE","OH",45629,"4382 Gallia Pike, Franklin Furnace, OH 45629","OH"
"5535",17905,"49964 TWENTYNINE PALMS HWY","MORONGO VALLEY","CA",92256,"49964 Twentynine Palms Highway, Morongo Valley, CA 92256","CA"
"5536",17906,"1524 N LAKE DR","LEXINGTON","MO",64067,"1524 E Lake Dr, Lexington, MO 64067","MO"
"5537",17907,"1250 5TH ST","CALHAN","CO",80808,"1250 5th St, Calhan, CO 80808","CO"
"5538",17908,"3121 EVANGELINE HWY","JENNINGS","LA",70546,"3121 Evangeline Hwy, Jennings, LA 70546","LA"
"5539",17909,"500 COWAN RD","GULFPORT","MS",39507,"500 Cowan Rd, Gulfport, MS 39507","MS"
"5540",17910,"17475 LOUISA RD","LOUISA","VA",23093,"17475 Louisa Rd, Louisa, VA 23093","KY"
"5541",17911,"11073 COPLE HIGHWAY","KINSALE","VA",22488,"11073 Cople Hwy, Kinsale, VA 22488","VA"
"5542",17913,"10011 ROUTE 16","DELEVAN","NY",14042,"10011 NY-16, Delevan, NY 14042","NY"
"5543",17914,"606 S TEMPLE LN","ALTOONA","PA",16602,"606 Temple Ln, Altoona, PA 16602","PA"
"5544",17915,"3007 NC 22/42 HWY","BENNETT","NC",27316,"3007 NC-22, Ramseur, NC 27316","NC"
"5545",17916,"1050 N DIXIE FWY","NEW SMYRNA BEACH","FL",32168,"1050 N Dixie Fwy, New Smyrna Beach, FL 32168","FL"
"5546",17917,"2980 S WINN RD","MOUNT PLEASANT","MI",48858,"2980 S Winn Rd, Mt Pleasant, MI 48858","IA"
"5547",17918,"9893 HWY 62 W","VIOLA","AR",72583,"9893 US-62, Viola, AR 72583","IL"
"5548",17919,"4814 PENLAN RD","NEW CANTON","VA",23123,"4814 Penlan Rd, New Canton, VA 23123","VA"
"5549",17920,"702 N EASTERN ST","SANBORN","IA",51248,"702 Eastern St, Sanborn, IA 51248","IA"
"5550",17921,"104165 US HWY 59","SALLISAW","OK",74955,"104165 US-59, Sallisaw, OK 74955","OK"
"5551",17922,"915 TUSCARAWAS ST W","CANTON","OH",44702,"915 Tuscarawas St W, Canton, OH 44702","MO"
"5552",17923,"5909 HWY 58","RINGWOOD","OK",73768,"5909 Highway 58, Ringwood, OK 73768","NJ"
"5553",17924,"2018 W FORREST HILL AVE","PEORIA","IL",61604,"2018 W Forrest Hill Ave, Peoria, IL 61604","IL"
"5554",17925,"510 CHURCH ST","GEORGETOWN","Georgetown,",40324,"Georgetown, KY 40324","KY"
"5555",17926,"3001 OKOBOJI AVE","MILFORD","IA",51351,"3001 Okoboji Ave, Milford, IA 51351","DE"
"5556",17927,"1153 POCAHONTAS RD","FLORA","MS",39071,"1153 Pocahontas Rd, Flora, MS 39071","MS"
"5557",17928,"1430 GA HWY 93 S","CAIRO","GA",39828,"1430 GA-93, Cairo, GA 39828","GA"
"5558",17929,"216 LEE VAUGHN RD","SIMPSONVILLE","SC",29681,"216 Lee Vaughn Rd, Simpsonville, SC 29681","SC"
"5559",17930,"304 BAREFOOT BLVD","MICCO","FL",32976,"304 Barefoot Blvd, Micco, FL 32976","FL"
"5560",17931,"6853 BLOOMERY PIKE","SLANESVILLE","WV",26704,"6853 Bloomery Pike, Augusta, WV 26704","WV"
"5561",17932,"116 COUNTY ROUTE 5","DICKINSON CENTER","NY",12930,"116 County Rte 5, Dickinson Center, NY 12930","NY"
"5562",17933,"3413 LOUISVILLE RD","LOUISVILLE","TN",37777,"3413 Louisville Rd, Louisville, TN 37777","KY"
"5563",17934,"8708 19TH ST","LUBBOCK","TX",79407,"8708 19th St, Lubbock, TX 79407","TX"
"5564",17935,"1185 STAFFORD RD","TIVERTON","RI",2878,"1185 Stafford Rd, Tiverton, RI 02878","RI"
"5565",17936,"563 COUNTY ROAD 326","FLAT ROCK","AL",35966,"563 Co Rd 326, Flat Rock, AL 35966","MI"
"5566",17937,"432 SC 39","CHAPPELLS","SC",29037,"432 SC-39, Chappells, SC 29037","SC"
"5567",17938,"1100 MAIN ST","STINNETT","TX",79083,"1100 Main St, Stinnett, TX 79083","TX"
"5568",17940,"104 HWY 8 W","HAMBURG","AR",71646,"104 AR-8, Hamburg, AR 71646","AR"
"5569",17941,"820 SH 48","DURANT","OK",74701,"820 OK-48, Durant, OK 74701","OK"
"5570",17942,"4029 ELLWOOD ROAD","NEW CASTLE","PA",16101,"4029 Ellwood Rd, New Castle, PA 16101","IN"
"5571",17943,"9452 S MERIDIAN RD","CLARKLAKE","MI",49234,"9452 S Meridian Rd, Clarklake, MI 49234","MI"
"5572",17944,"1109 CRYSTAL AVE","CRYSTAL FALLS","MI",49920,"1109 Crystal Ave, Crystal Falls, MI 49920","MI"
"5573",17945,"4200 S 1175 E","LAGRANGE","IN",46761,"4200 S 1175 E, LaGrange, IN 46761","GA"
"5574",17946,"419 LEHMBERGE ST","ARTESIA","MS",39705,"419 Lehmberge St, Columbus, MS 39705","NM"
"5575",17947,"15066 HWY 9","ATHENS","LA",71003,"15066 Highway 9, Athens, LA 71003","AL"
"5576",17948,"25178 BREWER RD","ROBERTSDALE","AL",36567,"25178 Brewer Rd, Robertsdale, AL 36567","AL"
"5577",17949,"8474 US HIGHWAY 441 SE","OKEECHOBEE","FL",34974,"8474 US-441, Okeechobee, FL 34974","FL"
"5578",17950,"4610 HWY 25 N","HODGES","SC",29653,"4610 US-25, Hodges, SC 29653","SC"
"5579",17951,"220 IRWINTON RD","TOOMSBORO","GA",31090,"220 Irwinton Rd, Toomsboro, GA 31090","GA"
"5580",17952,"1031 GARLAND DR","BOGART","GA",30622,"1031 Garland Dr, Bogart, GA 30622","GA"
"5581",17953,"225 HUFF AVE","GREENSBURG","PA",15601,"225 Huff Ave, Greensburg, PA 15601","IN"
"5582",17954,"1403 N DUPONT HWY","NEW CASTLE","DE",19720,"1403 N Dupont Hwy, Wilmington Manor, DE 19720","IN"
"5583",17956,"6542 HWY 56","OWENSBORO","KY",42301,"6542 KY-56, Owensboro, KY 42301","KY"
"5584",17958,"1531 E HIGHWAY 64","COAL HILL","AR",72832,"1531 US-64, Coal Hill, AR 72832","AR"
"5585",17959,"702 S WALL ST","BENSON","NC",27504,"702 S Wall St, Benson, NC 27504","AZ"
"5586",17960,"1415 SEMINOLA BLVD","CASSELBERRY","FL",32707,"1415 Seminola Blvd, Casselberry, FL 32707","FL"
"5587",17961,"1504 FEDERAL ROAD","LIVERMORE","ME",4253,"1504 Federal Rd, Livermore, ME 04253","KY"
"5588",17964,"920 MASON DIXON HWY","CASSVILLE","WV",26541,"920 Mason Dixon Hwy, Maidsville, WV 26541","MO"
"5589",17966,"1940 N MONROE ST","JUNCTION CITY","KS",66441,"1940 N Monroe St, Junction City, KS 66441","KS"
"5590",17967,"910 S MAIN ST","MONTICELLO","IN",47960,"910 S Main St, Monticello, IN 47960","IN"
"5591",17969,"1230 14TH AVE","ALTOONA","PA",16601,"1230 14th Ave, Altoona, PA 16601","PA"
"5592",17970,"1279 OLD BRISTOL PIKE","MORRISVILLE","PA",19067,"1279 Old Bristol Pike, Morrisville, PA 19067","NY"
"5593",17971,"100 W RED ST","HATTIESBURG","MS",39401,"100 W Red St, Hattiesburg, MS 39401","MS"
"5594",17972,"1313 CARTERVILLE RD","PETAL","MS",39465,"1313 Carterville Rd, Petal, MS 39465","MS"
"5595",17974,"1640 EASLEY HWY","PELZER","SC",29669,"1640 Easley Hwy, Pelzer, SC 29669","SC"
"5596",17975,"50580 MAIN ST","CABAZON","CA",92230,"50580 Main St, Cabazon, CA 92230","CA"
"5597",17976,"4002 W FRONTIER ST","ELOY","AZ",85131,"4002 W Frontier St, Eloy, AZ 85131","AZ"
"5598",17977,"210 PIKE ST","BARRACKVILLE","WV",26559,"210 Pike St, Barrackville, WV 26559","WV"
"5599",17978,"3201 OLD HICKORY BLVD","OLD HICKORY","TN",37138,"3201 Old Hickory Blvd, Lakewood, TN 37138","TN"
"5600",17979,"11678 E HWY 27","OZARK","AL",36360,"11678 AL-27, Ozark, AL 36360","AL"
"5601",17981,"11 BEE CREEK RD","CORBIN","KY",40701,"11 Bee Creek Rd, Corbin, KY 40701","KY"
"5602",17983,"720 ROUTE 9","BAYVILLE","NJ",8721,"720 U.S. 9, Bayville, NJ 08721","NJ"
"5603",17984,"5014 CABIN CREEK RD","MIAMI","1",1,"1","OK"
"5604",17985,"5028 N STATE RD 135","MORGANTOWN","IN",46160,"5028 N State Rd 135, Morgantown, IN 46160","WV"
"5605",17986,"2240 LAKE CITY HWY","CLINTON","TN",37716,"2240 Lake City Hwy, Clinton, TN 37716","TN"
"5606",17987,"3575 MILLERS RUN RD","CECIL","PA",15057,"3575 Millers Run Rd, McDonald, PA 15057","PA"
"5607",17989,"72 UTICA ST","PORT BYRON","NY",13140,"72 Utica St, Port Byron, NY 13140","IL"
"5608",17990,"4917 FLORIDA BLVD","BATON ROUGE","LA",70806,"4917 Florida Blvd, Baton Rouge, LA 70806","LA"
"5609",17991,"2010 RANDLEMAN RD","GREENSBORO","NC",27406,"2010 Randleman Rd, Greensboro, NC 27406","NC"
"5610",17992,"3108 MEDINA HWY","KERRVILLE","TX",78028,"3108 Medina Hwy, Kerrville, TX 78028","TX"
"5611",17993,"19170 HIGHWAY 80 W","STATESBORO","GA",30458,"19170 US-80, Statesboro, GA 30458","GA"
"5612",17994,"4571 DAYTON AVE","GRAYSVILLE","TN",37338,"4571 Dayton Ave, Graysville, TN 37338","AL"
"5613",17995,"151 RUGGS CIR","FARMERSVILLE","LA",71241,"151 Ruggs Circle, Farmersville, LA 71241","TX"
"5614",17996,"802 DOUGLAS AVE","HENNING","MN",56551,"802 Douglas Ave, Henning, MN 56551","TN"
"5615",17999,"8874 STATE RT 243","RUSHFORD","NY",14777,"8874 NY-243, Rushford, NY 14777","NY"
"5616",18000,"380 NW HEMLOCK ST","WALDPORT","OR",97394,"380 NW Hemlock St, Waldport, OR 97394","OR"
"5617",18002,"6541 MARSHALL MILL RD","LIZELLA","GA",31052,"6541 Marshall Mill Rd, Lizella, GA 31052","GA"
"5618",18003,"24 PYNE RD","LAGRANGE","GA",30240,"24 Pyne Rd, LaGrange, GA 30240","GA"
"5619",18004,"313 S. OVID STREET","ELSIE","MI",48831,"313 S Ovid St, Elsie, MI 48831","MI"
"5620",18005,"3747 GENTIAN BLVD","COLUMBUS","GA",31907,"3747 Gentian Blvd, Columbus, GA 31907","KS"
"5621",18007,"11988 HWY 180","SANTA CLARA","NM",88026,"11988 US-180, Santa Clara, NM 88026","NM"
"5622",18009,"7741 US HWY 12","ONSTED","MI",49265,"7741 US-12, Onsted, MI 49265","MI"
"5623",18010,"12780 FARGO ST","GOWEN","MI",49326,"12780 Fargo St NE, Gowen, MI 49326","MI"
"5624",18011,"2956 190TH ST","MANSON","IA",50563,"2956 190th St, Manson, IA 50563","IA"
"5625",18012,"8640 CRISFIELD HWY","WESTOVER","MD",21871,"8640 Crisfield Hwy, Westover, MD 21871","MD"
"5626",18013,"32 W LEOTA RD","SCOTTSBURG","IN",47170,"32 W Leota Rd, Scottsburg, IN 47170","IN"
"5627",18014,"735 SILVER LN","EAST HARTFORD","CT",6118,"735 Silver Ln, East Hartford, CT 06118","CT"
"5628",18015,"16855 STATE ROAD 37","HARLAN","IN",46743,"16855 IN-37, Harlan, IN 46743","IA"
"5629",18016,"25568 HWY 5","GRAVOIS MILLS","MO",65037,"25568 MO-5, Gravois Mills, MO 65037","MO"
"5630",18017,"5891 SE 88TH ST","OCALA","FL",34472,"5891 SE 88th St, Ocala, FL 34472","FL"
"5631",18018,"20660 HWY 22 N","WILDERSVILLE","TN",38388,"20660 TN-22, Wildersville, TN 38388","TN"
"5632",18019,"20 S LEE ST","SAINT DAVID","AZ",85630,"20 S Lee St, St David, AZ 85630","AZ"
"5633",18020,"5915 HIGHWAY 104 E","DYERSBURG","TN",38024,"5915 TN-104, Dyersburg, TN 38024","TN"
"5634",18021,"31135 STATE HIGHWAY 413","GALENA","MO",65656,"31135 MO-413, Galena, MO 65656","KS"
"5635",18022,"2630 W 32ND ST","JOPLIN","MO",64804,"2630 W 32nd St, Joplin, MO 64804","MO"
"5636",18023,"4110 W STATE ST","EDINBURG","TX",78539,"302 E Cano St, Edinburg, TX 78539","TX"
"5637",18024,"11378 E  HWY 3","LANE",NA,NA,NA,"OK"
"5638",18025,"36 BAKER INDUSTRIAL PARK RD","BAKER",NA,NA,NA,"LA"
"5639",18026,"84062 HWY121","BATTLE CREEK","MI",49015,"588 Capital Ave SW, Battle Creek, MI 49015","MI"
"5640",18027,"793 VT ROUTE 15 W","JOHNSON","VT",5656,"793 VT-15, Johnson, VT 05656","VT"
"5641",18028,"5121 HWY 22 W","SPARTA","GA",31087,"5121 GA-22, Sparta, GA 31087","TN"
"5642",18029,"1931 HWY 308","THIBODAUX","LA",70301,"1931 LA-308, Thibodaux, LA 70301","LA"
"5643",18030,"2820 JOY ROAD","AUGUSTA","GA",30909,"2820 Joy Rd, Augusta, GA 30909","AR"
"5644",18032,"3092 HARRIS HWY","WASHINGTON","WV",26181,"3092 Harris Hwy, Washington, WV 26181","NC"
"5645",18033,"904 E MAIN ST","BLYTHEVILLE","AR",72315,"904 E Main St, Blytheville, AR 72315","AR"
"5646",18034,"4616 IVANHOE RD","IVANHOE","VA",24350,"4616 Ivanhoe Rd, Ivanhoe, VA 24350","VA"
"5647",18035,"1401 MAIN ST","LISBON","IA",52253,"1401 Main St, Lisbon, IA 52253","IA"
"5648",18036,"24734 NC HIGHWAY 210","CURRIE","NC",28435,"24734 NC-210, Currie, NC 28435","NC"
"5649",18037,"8881 US 221 N","MARION","NC",28752,"8881 US-221, Marion, NC 28752","IN"
"5650",18039,"300 BAYFIELD CENTER DR","BAYFIELD","CO",81122,"300 Bayfield Center Dr, Bayfield, CO 81122","CO"
"5651",18041,"42685 HWY 105","BATSON","TX",77519,"42685 TX-105, Batson, TX 77519","TX"
"5652",18042,"895 MARILYN DR","PENROSE","CO",81240,"895 Marilyn Dr, Penrose, CO 81240","CO"
"5653",18043,"7416 MOSCOW RD","HORTON","MI",49246,"7416 Moscow Rd, Horton, MI 49246","AL"
"5654",18046,"57496 US HIGHWAY 50","MCARTHUR","OH",45651,"57496 US-50, McArthur, OH 45651","OH"
"5655",18047,"5069 STATE 84","LONGVILLE","MN",56655,"5069 MN-84, Longville, MN 56655","LA"
"5656",18048,"266 CR 217","OXFORD","MS",38655,"266 Co Rd 217, Oxford, MS 38655","PA"
"5657",18050,"45 JUDY LN","MCGAHEYSVILLE","VA",22840,"45 Judy Ln, McGaheysville, VA 22840","VA"
"5658",18051,"6700 MARKET ST","RUSSELL","PA",16345,"6700 Market St, Russell, PA 16345","KS"
