"","Store #","Address 1","City","fixedState","zip","fullAddress","StateInOrigFile"
"3856",15809,"2200 KIMBERLIN HEIGHTS RD","KNOXVILLE","TN",37920,"2200 Kimberlin Heights Rd, Knoxville, TN 37920","TN"
"3857",15810,"1611 FM 3513","LUMBERTON","NC",28358,"2505 Martin Luther King Jr Dr, Lumberton, NC 28358","NC"
"3858",15811,"3327 HWY 171 N","LAKE CHARLES","LA",70611,"3327 N Highway 171, Lake Charles, LA 70611","LA"
"3859",15812,"811 N. HAZLETT ST.","FORT COBB","OK",73038,"811 Hazlett St, Fort Cobb, OK 73038","OK"
"3860",15813,"9689 SARACENNIA ROAD","MOSS POINT","MS",39562,"9689 Saracennia Rd, Moss Point, MS 39562","MS"
"3861",15814,"6581 E US HWY 50","MONTGOMERY","IN",47558,"6581 E Us Highway 50, Montgomery, IN 47558","IL"
"3862",15815,"4984 ROUTE 52","JEFFERSONVILLE","NY",12748,"4984 NY-52, Jeffersonville, NY 12748","IN"
"3863",15817,"309 NORTH HUNTER HIGHWAY","DRUMS","Intersection",18222,"Intersection · Butler Township, PA 18222","PA"
"3864",15818,"119 UNICOI ROAD","UNICOI","TN",37692,"119 Unicoi Dr, Unicoi, TN 37692","TN"
"3865",15820,"9443 HWY 1","NATCHEZ","LA",71456,"9443 Highway 1, Natchez, LA 71456","MS"
"3866",15822,"4386 COURTNEYS CORNER RD","BEALETON","VA",22712,"4386 Courtneys Corner Rd, Bealeton, VA 22712","VA"
"3867",15823,"125 NORTH MAIN","LONE STAR","TX",75668,"125 N Main St, Lone Star, TX 75668","TX"
"3868",15824,"11997 STATE HIGHWAY 37","WADDINGTON","NY",13694,"11997 NY-37, Waddington, NY 13694","NY"
"3869",15825,"2301 SR 37","FORT COVINGTON","NY",12937,"2301 NY-37, Fort Covington, NY 12937","NY"
"3870",15827,"968 HWY 17","EPPS","LA",71237,"968 Highway 17, Epps, LA 71237","LA"
"3871",15828,"2818 AUGUSTA HWY","LEXINGTON","SC",29072,"2818 Augusta Hwy, Lexington, SC 29072","MO"
"3872",15829,"9371 US HWY 165","GRAYSON","LA",71435,"9371 US-165, Grayson, LA 71435","KY"
"3873",15830,"500 E. HWY 67","VENUS","TX",76084,"500 US-67, Venus, TX 76084","TX"
"3874",15831,"831 LA 1252","CARENCRO","LA",70520,"831 LA-1252, Carencro, LA 70520","LA"
"3875",15832,"3312 NC HWY 8 AND 65","GERMANTON","NC",27019,"3312 NC-8, Germanton, NC 27019","NC"
"3876",15833,"102 W COFFEE STREET","HAZLEHURST","GA",31539,"102 W Coffee St, Hazlehurst, GA 31539","MS"
"3877",15834,"11497 VIRGIL GOODE HWY","ROCKY MOUNT","VA",24151,"11497 Virgil H Goode Hwy, Rocky Mount, VA 24151","NC"
"3878",15835,"1515 W. BROADWAY STREET","MAYFIELD","KY",42066,"1515 W Broadway, Mayfield, KY 42066","KY"
"3879",15836,"8061 HWY 11","CARRIERE","MS",39426,"8061 Highway 11, Carriere, MS 39426","MS"
"3880",15838,"205 HIGHWAY 165 NORTH","MER ROUGE","LA",71261,"205 US-165, Mer Rouge, LA 71261","LA"
"3881",15840,"3806 OCOEE APOPKA ROAD","APOPKA","FL",32703,"3806 Ocoee Apopka Rd, Apopka, FL 32703","FL"
"3882",15841,"1900 KYLERTOWN DRIFTING HWY","KYLERTOWN","PA",16858,"1900 Kylertown Drifting Hwy, Morrisdale, PA 16858","PA"
"3883",15843,"3622 WATKINS RD","PINE VALLEY","NY",14872,"3622 Watkins Rd, Pine Valley, NY 14872","NY"
"3884",15845,"5521 7TH STREET","KEYES","CA",95328,"5521 7th St, Keyes, CA 95328","CA"
"3885",15846,"2526 BLACKSBURG RD.","GROVER","NC",28073,"2526 Blacksburg Rd, Grover, NC 28073","NC"
"3886",15847,"1503 VIRGINIA RD","EDENTON","NC",27932,"1503 Virginia Rd, Edenton, NC 27932","NC"
"3887",15849,"601 WEST KNAUER","AVA","IL",62907,"601 W Knauer, Ava, IL 62907","MO"
"3888",15850,"461 LAKE GEORGE AVENUE","LAKE GEORGE","MI",48632,"461 Lake George Ave, Lake, MI 48632","MI"
"3889",15852,"401 W. DIVISION STREET","FISHER","IL",61843,"401 W Division St, Fisher, IL 61843","IL"
"3890",15853,"4760 N MACKINAW TRAIL","LEROY","MI",49655,"4760 Mackinaw Trl, Leroy, MI 49655","AL"
"3891",15854,"942 NINTH STREET","LAKE VIEW","IA",51450,"942 9th St, Lake View, IA 51450","SC"
"3892",15855,"7637 S MICHIGAN AVE","ROTHBURY","MI",49452,"7637 S Michigan Ave, Rothbury, MI 49452","MI"
"3893",15856,"3180 EAST MOUND ROAD","DECATUR","IL",62526,"3180 E Mound Rd, Decatur, IL 62526","IL"
"3894",15857,"3416 MONTVALE ROAD","MARYVILLE","TN",37803,"3416 Montvale Rd, Maryville, TN 37803","TN"
"3895",15858,"7065 E. WATERLOO RD","EDMOND","OK",73034,"7065 E Waterloo Rd, Edmond, OK 73034","OK"
"3896",15859,"3536 BEREA ROAD","RICHMOND","KY",40475,"3536 Berea Rd, Richmond, KY 40475","KY"
"3897",15860,"760951 S. HWY 18","AGRA","OK",74824,"760951 S Hwy 18, Agra, OK 74824","OK"
"3898",15863,"1701 MAIN","LA CROSSE","WI",54601,"1701 Main St, La Crosse, WI 54601","KS"
"3899",15865,"3049 W. MAIN ST","ROYSTON","GA",30662,"3049 W Main St, Royston, GA 30662","GA"
"3900",15866,"8215 NC 18 S","CONNELLY SPRINGS","NC",28612,"8215 NC-18, Connelly Springs, NC 28612","NC"
"3901",15867,"1100 PECAN AVENUE","PHILADELPHIA","MS",39350,"1100 Pecan Ave, Philadelphia, MS 39350","MS"
"3902",15868,"205 HOLIFIELD ROAD","LAUREL","MS",39443,"205 Pat Holifield Rd, Laurel, MS 39443","MS"
"3903",15871,"3210 WILCOX BLVD","CHATTANOOGA","TN",37411,"3210 Wilcox Blvd, Chattanooga, TN 37411","TN"
"3904",15872,"204 W. RUNNELS ROAD","MINERAL SPRINGS","AR",71851,"204 W Runnels St, Mineral Springs, AR 71851","AR"
"3905",15874,"53 N. HIGHWAY 69","CELESTE","TX",75423,"53 US-69, Celeste, TX 75423","TX"
"3906",15876,"2621 SOCO RD","MAGGIE VALLEY","NC",28751,"2621 Soco Rd, Maggie Valley, NC 28751","NC"
"3907",15877,"31163 LA HIGHWAY 16","DENHAM SPRINGS","LA",70726,"31163 LA-16, Denham Springs, LA 70726","LA"
"3908",15878,"757 PIAT ROAD","YOUNGSVILLE","LA",70592,"757 Piat Rd, Youngsville, LA 70592","PA"
"3909",15879,"5334 AL HIGHWAY 14 W","AUBURN","AL",36801,"5334 AL-14, Opelika, AL 36801","GA"
"3910",15880,"2900 S. BROADWAY AVENUE","MOORE","OK",73160,"2900 S Broadway Ave, Moore, OK 73160","OK"
"3911",15881,"729 RT 32A","PALENVILLE","NY",12463,"729 Rt 32A, Palenville, NY 12463","NY"
"3912",15882,"629 UNITY LANE","MENDON","IL",62351,"629 Unity Ln, Mendon, IL 62351","IL"
"3913",15883,"6730 OLD CAIRO RD","PADUCAH","KY",42001,"6730 Old Cairo Rd, Paducah, KY 42001","KY"
"3914",15884,"7255 LAKE SHORE DRIVE","BAY SAINT LOUIS","MS",39520,"7255 Lakeshore Rd, Bay Saint Louis, MS 39520","MS"
"3915",15885,"519 W. LEE AVENUE","GRAFORD","TX",76449,"519 W Lee Ave, Graford, TX 76449","TX"
"3916",15887,"9320 US HWY NO 29","BLAIRS","VA",24527,"9320 us highway no 29, Blairs, VA 24527","VA"
"3917",15888,"4560 SEVIERVILLE RD","MARYVILLE","TN",37804,"4560 Sevierville Rd, Maryville, TN 37804","TN"
"3918",15889,"3158 BROAD STREET","CHATTANOOGA","TN",37408,"3158 Broad St, Chattanooga, TN 37408","TN"
"3919",15890,"336 AL HIGHWAY 75 N","ALBERTVILLE","AL",35951,"336 AL-75, Albertville, AL 35951","AL"
"3920",15891,"6919 NORTH SERVICE ROAD","BIG SPRING","TX",79720,"6919 N Service Rd, Big Spring, TX 79720","TX"
"3921",15892,"3409 KACHINA TRAIL","FLAGSTAFF","AZ",86005,"3409 Kachina Trail, Flagstaff, AZ 86005","AZ"
"3922",15893,"6891 PENSACOLA BLVD.","PENSACOLA","FL",32505,"6891 Pensacola Blvd, Pensacola, FL 32505","FL"
"3923",15894,"7220 MIZE ROAD","TOCCOA","GA",30577,"7220 Mize Rd, Toccoa, GA 30577","GA"
"3924",15895,"5469 FORT HENRY DR","KINGSPORT","TN",37663,"5469 Fort Henry Dr, Kingsport, TN 37663","TN"
"3925",15896,"4328 HIGHWAY 431N","SPRINGFIELD","IL",62702,"101 N Grand Ave W, Springfield, IL 62702","TN"
"3926",15897,"111 WEST MAIN ST","STAFFORD","CT",6075,"111 W Main St, Stafford, CT 06075","VA"
"3927",15898,"110 TANNHAUSER AVE.","ROSEBURG","OR",97471,"110 Tannhauser Ave, Roseburg, OR 97471","OR"
"3928",15901,"107 WEST KAHLER","WILMINGTON","IL",60481,"107 W Kahler Rd, Wilmington, IL 60481","OH"
"3929",15902,"901 E. 3RD STREET","LOWRY CITY","MO",64763,"901 E 3rd St, Lowry City, MO 64763","MO"
"3930",15903,"176 MAIN ST","HICKORY","PA",15340,"176 Main St, Hickory, PA 15340","NC"
"3931",15905,"4242 U.S. HWY. 25W NORTH","WILLIAMSBURG","KY",40769,"4242 Hwy 25, Williamsburg, KY 40769","KY"
"3932",15906,"8481 STATE ST","MILLINGTON","MI",48746,"8481 State St, Millington, MI 48746","TN"
"3933",15907,"4485 NC 101 HIGHWAY","HAVELOCK","NC",28532,"4485 NC-101, Havelock, NC 28532","NC"
"3934",15908,"3631 MALCOLM DRIVE","MONTGOMERY","AL",36116,"3631 Malcolm Dr, Montgomery, AL 36116","IL"
"3935",15912,"20 VALLEY FALLS RD","GRAFTON","WV",26354,"20 Valley Falls Rd, Grafton, WV 26354","WV"
"3936",15913,"3745 N. STATE RT 7","NORTH VERNON","IN",47265,"3745 State Hwy 7, North Vernon, IN 47265","IN"
"3937",15914,"1840 HIGHWAY 9","BUFFALO CENTER","IA",50424,"1840 IA-9, Buffalo Center, IA 50424","IA"
"3938",15915,"1014 N SAGINAW ST","SAINT CHARLES","MI",48655,"1014 N Saginaw St, St Charles, MI 48655","MO"
"3939",15916,"1265 JUDY AVE","BRIDGEPORT","IL",62417,"1265 Judy Ave, Bridgeport, IL 62417","AL"
"3940",15918,"5232 S BUSINESS HIGHWAY 71","PINEVILLE","MO",64856,"5232 S Business Highway 71, Pineville, MO 64856","KY"
"3941",15922,"1133 LYTLE WAY","ABILENE","TX",79602,"1133 Lytle Way, Abilene, TX 79602","TX"
"3942",15923,"12285 NC 42","FUQUAY VARINA","NC",27526,"12285 NC-42, Fuquay Varina, NC 27526","NC"
"3943",15924,"504 EAST MAIN ST.","WOODLAND","NC",27897,"504 E Main St, Woodland, NC 27897","CA"
"3944",15925,"15625 ALDINE WESTFIELD RD","HOUSTON","TX",77032,"15625 Aldine Westfield Rd, Houston, TX 77032","TX"
"3945",15926,"5301 TEXAS AVENUE","ABILENE","TX",79605,"5301 Texas Ave, Abilene, TX 79605","TX"
"3946",15927,"523 WEST 9TH STREET","PADEN","OK",74860,"523 9th St, Paden, OK 74860","OK"
"3947",15928,"12984 E. BLOSSOM COURT","LOCKEFORD","CA",95220,"12984 Blossom Ct, Acampo, CA 95220","CA"
"3948",15930,"5011 EULATON ROAD","ANNISTON","AL",36201,"5011 Eulaton Rd, Anniston, AL 36201","AL"
"3949",15933,"6696 ST. RT. 95","MOUNT GILEAD","OH",43338,"6696 OH-95, Mt Gilead, OH 43338","OH"
"3950",15935,"14063 ROUTE 35","RICHFIELD","PA",17086,"14063 PA-35, Richfield, PA 17086","NC"
"3951",15936,"3111 SKIDAWAY RD.","SAVANNAH","GA",31404,"3111 Skidaway Rd, Savannah, GA 31404","TN"
"3952",15940,"257 HAROLD L DOW HIGHWAY","ELIOT","ME",3903,"257 ME-236, Eliot, ME 03903","ME"
"3953",15943,"37288 HWY. 299E","BURNEY","PA",15233,"1215 Brighton Rd, Pittsburgh, PA 15233","CA"
"3954",15945,"2324 N. JEFFERSON AVE.","MOUNT PLEASANT","Mt",52641,"Mt Pleasant, IA 52641","IA"
"3955",15947,"24247 CONSTITUTION HWY","UNIONVILLE","VA",22567,"24247 Constitution Hwy, Unionville, VA 22567","MO"
"3956",15948,"205 EAST MAIN","MOUNT SUMMIT","IN",47362,"205 E Main St, New Castle, IN 47362","IN"
"3957",15949,"625 EAST FM 1462","ROSHARON","TX",77583,"625 FM 1462, Rosharon, TX 77583","TX"
"3958",15950,"587 STATE ROUTE 55","ELDRED","NY",12732,"587 State Rte 55, Eldred, NY 12732","PA"
"3959",15951,"510 S. VIRGINIA STREET","TERRELL","TX",75160,"510 S Virginia St, Terrell, TX 75160","TX"
"3960",15952,"23 WERT DR.","THOMPSONTOWN","PA",17094,"23 Wert Dr, Thompsontown, PA 17094","PA"
"3961",15954,"1382 PITKIN RD.","LEESVILLE","LA",71446,"1382 Pitkin Rd, Leesville, LA 71446","LA"
"3962",15955,"10705 HWY 6 EAST","TUPELO","MS",38801,"10705 Pontotoc Highway 6 E, Tupelo, MS 38801","MS"
"3963",15956,"8254 W LUDINGTON DR","LAKE","MI",48632,"8254 W Ludington Dr, Lake, MI 48632","MS"
"3964",15957,"655 INTERCHANGE RD.","KRESGEVILLE","PA",18333,"655 Interchange Rd, Kresgeville, PA 18333","PA"
"3965",15958,"2419 POND BRANCH ROAD","LEESVILLE","SC",29070,"2419 Pond Branch Rd, Leesville, SC 29070","LA"
"3966",15959,"9494 DESCHUTES ROAD","PALO CEDRO","CA",96073,"9494 Deschutes Rd, Palo Cedro, CA 96073","CA"
"3967",15961,"4002 N HWY 101","GREER","SC",29651,"4002 N Hwy 101, Greer, SC 29651","SC"
"3968",15962,"273 HWY 546","WEST MONROE","LA",71291,"273 LA-546, West Monroe, LA 71291","LA"
"3969",15963,"896 MARION OAKS MANOR","OCALA","FL",34473,"896 Marion Oaks Manor, Ocala, FL 34473","FL"
"3970",15964,"6264 HWY 52","GILLSVILLE","GA",30543,"6264 Highway 52, Gillsville, GA 30543","GA"
"3971",15965,"16 MAUNEY CIRCLE","BLAIRSVILLE","GA",30512,"16 Mauney Circle, Blairsville, GA 30512","GA"
"3972",15966,"2545 US HWY 27 NORTH","AVON PARK","FL",33825,"2545 US-27, Avon Park, FL 33825","FL"
"3973",15969,"11 COUNTY ROAD 637","THEODOSIA","MO",65761,"11 Co Rd 637, Theodosia, MO 65761","MO"
"3974",15972,"1289 43RD AVE","PHENIX CITY","AL",36869,"1289 43rd Ave, Phenix City, AL 36869","AL"
"3975",15974,"3551 FAUDREE RD.","ODESSA","TX",79765,"3551 Faudree Rd, Odessa, TX 79765","TX"
"3976",15976,"7769 STATE ROUTE 304","MIFFLINBURG","PA",17844,"7769 PA-304, Mifflinburg, PA 17844","PA"
"3977",15978,"9005 HWY 38","WARD","AR",72176,"9005 AR-38, Ward, AR 72176","AR"
"3978",15979,"3228 EAST MAIN ROAD","PORTSMOUTH","RI",2871,"3228 E Main Rd, Portsmouth, RI 02871","OH"
"3979",15980,"300 FIRST STREET","SUTHERLAND","NE",69165,"300 1st St, Sutherland, NE 69165","NE"
"3980",15981,"580 W. LAWSON ROAD","DALLAS","TX",75253,"580 W Lawson Rd, Dallas, TX 75253","GA"
"3981",15984,"2222 CEDAR CREEK","FAYETTEVILLE","Goshen,",72703,"Goshen, AR 72703","AR"
"3982",15985,"2403 GA HWY 36 E","JACKSON","GA",30233,"2403 Highway 36 E, Jackson, GA 30233","TN"
"3983",15986,"1962 HWY 11 S","PICAYUNE","MS",39466,"1962 Highway 11 South, Picayune, MS 39466","MS"
"3984",15988,"6020 SR 45","BRISTOLVILLE","OH",44402,"6020 OH-45, Bristolville, OH 44402","OH"
"3985",15989,"238 HIGHWAY 365 S","CONWAY","AR",72032,"238 AR-365, Conway, AR 72032","AR"
"3986",15991,"25 WOODLAWN RD.","CHATSWORTH","GA",30705,"25 Woodlawn Rd, Chatsworth, GA 30705","GA"
"3987",15992,"39 RT 130","TRENTON","NJ",8620,"39 US-130, Trenton, NJ 08620","TN"
"3988",15993,"10776 HIGHWAY 280","JACKSONS GAP","AL",36861,"10776 US-280, Jacksons' Gap, AL 36861","AL"
"3989",15995,"547 SOUTH STREET","FREELAND","PA",18224,"547 South St, Freeland, PA 18224","MI"
"3990",15996,"121 W. 3RD ST.","OWEN","WI",54460,"121 W 3rd St, Owen, WI 54460","WI"
"3991",15998,"109 THOMAS BRIDGE ROAD","MARION","VA",24354,"109 Thomas Bridge Rd, Marion, VA 24354","IN"
"3992",16001,"2134 W. CRESTON ROAD","CROSSVILLE","TN",38571,"2134 W Creston Rd, Crossville, TN 38571","TN"
"3993",16002,"3907 ROCKPORT RD.","SAN ANTONIO","TX",78264,"3907 Rockport Rd, San Antonio, TX 78264","TX"
"3994",16003,"4200 HIGHWAY 178 WEST","RED BANKS","MS",38661,"4200 MS-178, Red Banks, MS 38661","MS"
"3995",16004,"3497 W. MOUNT WHITNEY","RIVERDALE","CA",93656,"3497 W Mt Whitney Ave, Riverdale, CA 93656","GA"
"3996",16005,"10650 CR 44","LEESBURG","FL",34788,"10650 County Rd 44, Leesburg, FL 34788","FL"
"3997",16006,"2538 BLAINE ROAD","NEW LONDON","NC",28127,"2538 Blain Rd, New London, NC 28127","WI"
"3998",16009,"1571 US 13 NORTH","GATES","NC",27937,"1571 US-13, Gates, NC 27937","NC"
"3999",16010,"125 TATER HILL ROAD","BEAN STATION","TN",37708,"125 Tater Hill Rd, Bean Station, TN 37708","TN"
"4000",16011,"280 FM 2821 WEST","HUNTSVILLE","TX",77320,"280 FM 2821 Rd W, Huntsville, TX 77320","TX"
"4001",16013,"307 HWY. 5","LOGANSPORT","LA",71049,"307 LA-5, Logansport, LA 71049","IN"
"4002",16014,"6135 AIRPORT RD","PEARCY","AR",71964,"6135 Airport Rd, Pearcy, AR 71964","AR"
"4003",16015,"5306 U S HWY 49","HATTIESBURG","MS",39401,"5306 U S Highway 49, Hattiesburg, MS 39401","MS"
"4004",16016,"120 W. KINGSTON SPRINGS RD","KINGSTON SPRINGS","TN",37082,"120 W Kingston Springs Rd, Kingston Springs, TN 37082","TN"
"4005",16017,"1009 E BROADWAY","ASTORIA","IL",61501,"1009 E Broadway, Astoria, IL 61501","IL"
"4006",16018,"33459 E 805 NORTH RD.","CHATSWORTH","IL",60921,"33459 E 805 North Rd, Chatsworth, IL 60921","GA"
"4007",16020,"928 240TH STREET","OSCEOLA","WI",54020,"928 240th St, Osceola, WI 54020","AR"
"4008",16021,"125 E SHIRLEY ST.","MOUNT UNION","PA",17066,"125 E Shirley St, Mt Union, PA 17066","PA"
"4009",16023,"831 S ELBERT ST","MILLEDGEVILLE","GA",31061,"831 S Elbert St, Milledgeville, GA 31061","GA"
"4010",16024,"9941 MACON ROAD","CORDOVA","TN",38018,"9941 Macon Rd, Cordova, TN 38018","AL"
"4011",16025,"324 W. MAIN STREET","COLCORD","OK",74338,"324 W Main St, Colcord, OK 74338","OK"
"4012",16026,"830 MOUNTAIN PINE RD","HOT SPRINGS","AR",71913,"830 Mountain Pine Rd, Hot Springs National Park, AR 71913","AR"
"4013",16028,"614 NORTH MECHANIC STREET","ALBANY","WI",53502,"614 N Mechanic St, Albany, WI 53502","GA"
"4014",16030,"13462 FM 105","BEAUMONT","TX",77630,"13462 FM 105, Orange, TX 77630","TX"
"4015",16033,"3173 HWY 570 W","MCCOMB","MS",39666,"3173 MS-570, Summit, MS 39666","MS"
"4016",16035,"1418 1ST STREET","FRIEND","NE",68359,"1418 1st St, Friend, NE 68359","NE"
"4017",16036,"1140 OWEGO RD.","CANDOR","NY",13743,"1140 Owego Rd, Candor, NY 13743","NC"
"4018",16038,"1523 CR 101","NEW ALBANY","MS",38652,"1523 Co Rd 101, New Albany, MS 38652","IN"
"4019",16040,"947 SOKOKIS TR.","NORTH WATERBORO","ME",4061,"947 Sokokis Trail, North Waterboro, ME 04061","ME"
"4020",16041,"16454 SAND OAK CT.","LAKE PLACID","FL",33852,"16454 Sand Oak Ct, Lake Placid, FL 33852","FL"
"4021",16042,"2419 AMHERST RD","KNOXVILLE","TN",37921,"2419 Amherst Rd, Knoxville, TN 37921","TN"
"4022",16043,"1 LA LUZ GATE RD.","ALAMOGORDO","NM",88310,"1 La Luz Gate Rd, Alamogordo, NM 88310","NM"
"4023",16044,"160 HAWPATCH DRIVE","TOPEKA","IN",46571,"160 Hawpatch Dr, Topeka, IN 46571","KS"
"4024",16045,"82433 JEFFRES LANE","BURWELL","NE",68823,"82433 Jeffres Lane, Burwell, NE 68823","NE"
"4025",16047,"2003 MCMULLEN ST.","DUBACH","LA",71235,"2003 McMullen St, Dubach, LA 71235","LA"
"4026",16048,"2149 US 70 W","MARION","NC",28752,"2149 US-70, Marion, NC 28752","IN"
"4027",16049,"42620 HWY. 2","RAVENNA","NE",68869,"42620 NE-2, Ravenna, NE 68869","OH"
"4028",16051,"2951 PARSONAGE LANE","CRESTVIEW","FL",32539,"2951 Parsonage Ln, Crestview, FL 32539","FL"
"4029",16052,"836 N. BURNETT RD","TIPTON","CA",93272,"836 Burnett Rd, Tipton, CA 93272","IN"
"4030",16053,"4792 NORTH HWY 52","SAINT STEPHENS","SC",29479,"4792 US-52, St Stephen, SC 29479","SC"
"4031",16054,"1191 SR89A","CLARKDALE","AZ",86324,"1191 AZ-89A, Clarkdale, AZ 86324","AZ"
"4032",16056,"890 S. HICUM ST.","DUGGER","IN",47848,"890 S Hicum St, Dugger, IN 47848","IN"
"4033",16057,"12370 US HWY 421 NORTH","ZIONVILLE","NC",28698,"12370 US-421, Zionville, NC 28698","NC"
"4034",16058,"138 GARREN TOWN ROAD","ASHEBORO","NC",27205,"138 Garren Town Rd, Asheboro, NC 27205","NC"
"4035",16059,"3300 MAIN STREET","MARION","MA",1107,"3300 Main St, Springfield, MA 01107","IN"
"4036",16060,"1003 GUTHRIE STREET","DESOTO","IA",50069,"1003 Guthrie St, De Soto, IA 50069","TX"
"4037",16061,"145 S. MAIN ST.","LISBON","IA",52253,"145 E Main St, Lisbon, IA 52253","IA"
"4038",16062,"50 SHARKEY ROAD","MOREHEAD","KY",40351,"50 Sharkey Rd, Morehead, KY 40351","KY"
"4039",16063,"54 WEST MAIN ST","BROCTON","NY",14716,"54 W Main St, Brocton, NY 14716","NY"
"4040",16064,"5841 ANN ARBOR RD","JACKSON","MI",49201,"5841 Ann Arbor Rd, Jackson, MI 49201","TN"
"4041",16065,"2 COMMERCE WAY","CLIFTON","IL",60927,"2 Commerce Way, Clifton, IL 60927","TN"
"4042",16066,"4735 MIDDLEWAY PIKE","KEARNEYSVILLE","WV",25430,"4735 Middleway Pike, Kearneysville, WV 25430","WV"
"4043",16067,"36767 SD HWY 44","PLATTE","SD",57369,"36767 SD-44, Platte, SD 57369","SD"
"4044",16068,"1106 WEST LINCOLN HWY","COATESVILLE","PA",19320,"1106 W Lincoln Hwy, Coatesville, PA 19320","PA"
"4045",16069,"205 COLUMBIA STREET","HELENA","AR",72342,"205 Columbia, Helena, AR 72342","AL"
"4046",16070,"1561 HIGHWAY 98 E.","COLUMBIA","MS",39429,"1561 Hwy 98 E, Columbia, MS 39429","NC"
"4047",16071,"17007 HWY 613","MOSS POINT","MS",39562,"17007 MS-613, Moss Point, MS 39562","MS"
"4048",16072,"7420 LUCERNE PARK ROAD","WINTER HAVEN","FL",33881,"7420 Lucerne Park Rd, Winter Haven, FL 33881","FL"
"4049",16073,"36180 LAKE SHORE BLVD","EASTLAKE","OH",44095,"36180 Lakeshore Blvd, Eastlake, OH 44095","OH"
"4050",16074,"20 ROSEWOOD DRIVE","CHARLES TOWN","WV",25414,"20 Rosewood Drive, Charles Town, WV 25414","WV"
"4051",16076,"4124 N. SARA ROAD","YUKON","OK",73099,"4124 N Sara Rd, Yukon, OK 73099","OK"
"4052",16077,"37 OAKLAND RD","BERKELEY SPRINGS","WV",25411,"37 Oakland Rd, Berkeley Springs, WV 25411","WV"
"4053",16078,"3224 SOUTH MAIN STREET","TOMS BROOK","VA",22660,"3224 S Main St, Toms Brook, VA 22660","VA"
"4054",16082,"2695 TOM AUSTIN HWY","SPRINGFIELD","TN",37172,"2695 Tom Austin Hwy, Springfield, TN 37172","TN"
"4055",16084,"9122 HEDGESVILLE RD","HEDGESVILLE","WV",25427,"9122 Hedgesville Rd, Hedgesville, WV 25427","WV"
"4056",16085,"8026 ROUTE 60 NORTH","CASSADAGA","NY",14718,"8026 NY-60, Cassadaga, NY 14718","NY"
"4057",16086,"5830 SUNSET DR","FORESTHILL","CA",95631,"5830 Sunset Blvd, Foresthill, CA 95631","CA"
"4058",16087,"11330 O NEAL RD","GULFPORT","MS",39503,"11330 Oneal Rd, Gulfport, MS 39503","MS"
"4059",16091,"10711 OWENSBORO RD","FALLS OF ROUGH","KY",40119,"10711 Owensboro Rd, Falls of Rough, KY 40119","KY"
"4060",16092,"9898 HWY T","WAPPAPELLO","MO",63966,"9898 Highway T, Wappapello, MO 63966","MO"
"4061",16093,"1511 WEST ELM","LEBANON","MO",65536,"1511 W Elm, Lebanon, MO 65536","MO"
"4062",16094,"1710 STATE ROUTE 72 NORTH","LEBANON","PA",17046,"1710 State Route 72 N, Lebanon, PA 17046","MO"
"4063",16095,"4125 WEST PIKE","ZANESVILLE","OH",43701,"4125 W Pike, Zanesville, OH 43701","OH"
"4064",16096,"29783 SR 30","HANOVERTON","OH",44423,"29783 Sr 30, Hanoverton, OH 44423","OH"
"4065",16099,"6105 US 70 W","MEBANE","NC",27302,"6105 US-70, Mebane, NC 27302","NC"
"4066",16103,"3990 RILEY RD","DOUGLASVILLE","GA",30134,"3990 Riley Rd, Douglasville, GA 30134","GA"
"4067",16104,"1208 BROAD STREET","KEOSAUQUA","IA",52565,"1208 Broad St, Keosauqua, IA 52565","IA"
"4068",16105,"631 NELSON BLVD","MONTROSE","MN",55363,"631 Nelson Blvd, Montrose, MN 55363","PA"
"4069",16107,"240 SOUTH FRONT STREET","COBDEN","IL",62920,"240 S Front St, Cobden, IL 62920","IL"
"4070",16108,"6188 NAVARRE RD. SW","CANTON","OH",44706,"6188 Navarre Rd SW, Canton, OH 44706","MO"
"4071",16109,"315 NORTH 4TH STREET","MAPLETON","IA",51034,"315 N 4th St, Mapleton, IA 51034","IA"
"4072",16110,"393 MAIN ST","RICHMONDVILLE","NY",12149,"393 E Main St, Richmondville, NY 12149","NY"
"4073",16111,"4119 CAMDEN ROAD","PINE BLUFF","AR",71603,"4119 S Camden Rd, Pine Bluff, AR 71603","AR"
"4074",16112,"105 EILER RD","BELLEVILLE","IL",62223,"105 Eiler Rd, Belleville, IL 62223","IL"
"4075",16113,"118 S. MAIN STREET","MARENGO","IN",47140,"118 S Main St, Marengo, IN 47140","IL"
"4076",16114,"605 EAST 10TH STREET","KINSLEY","KS",67547,"605 E 10th St, Kinsley, KS 67547","KS"
"4077",16115,"21 STONE BURKS LANE","CROSSVILLE","TN",38572,"21 Stone Burks Ln, Crossville, TN 38572","TN"
"4078",16117,"4850 MOBILE HWY","MONTGOMERY","AL",36108,"4850 Mobile Hwy, Montgomery, AL 36108","IL"
"4079",16118,"1116 DOUGLAS AVENUE","BEAVER","OK",73932,"1116 Douglas Ave, Beaver, OK 73932","PA"
"4080",16121,"101 PARK STREET","DAVIS JUNCTION","IL",61020,"101 Park St, Davis Junction, IL 61020","IL"
"4081",16123,"3380 EAST LEE ST","GREENSBORO","NC",27406,"3380 E Lee St, Greensboro, NC 27406","NC"
"4082",16126,"5092 HIGHWAY 98 EAST","MCCOMB","MS",39648,"5092 US-98, McComb, MS 39648","MS"
